state,district,soil_type,season,irrigation_available,land_area,climate_zone,label_crop
Karnataka,Gulbarga,Laterite,Zaid,0,17.6,Semi-arid,Groundnut
Maharashtra,Satara,Black,Rabi,0,3.6,Humid,Wheat
Karnataka,Gulbarga,Laterite,Zaid,1,4.4,Semi-arid,Groundnut
Gujarat,Junagadh,Clay,Zaid,1,20.5,Arid,Onion
Maharashtra,Aurangabad,Black,Rabi,1,10.2,Semi-arid,Wheat
Gujarat,Junagadh,Red,Zaid,1,1.9,Arid,Maize
Maharashtra,Pune,Sandy,Rabi,1,6.3,Semi-arid,Wheat
Maharashtra,Nashik,Laterite,Kharif,1,6.4,Semi-arid,Tur
Gujarat,Surat,Sandy,Kharif,1,5.7,Humid,Groundnut
Gujarat,Surat,Clay,Zaid,1,24.2,Humid,Maize
Maharashtra,Solapur,Black,Rabi,1,19.1,Arid,Sunflower
Maharashtra,Kolhapur,Clay,Zaid,1,7.5,Humid,Sunflower
Maharashtra,Satara,Sandy,Rabi,1,11.8,Humid,Wheat
Karnataka,Hubli,Loamy,Zaid,0,3.6,Semi-arid,Maize
Karnataka,Gulbarga,Loamy,Rabi,0,8.4,Semi-arid,Sunflower
Karnataka,Hubli,Sandy,Rabi,1,11.6,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Zaid,1,3.2,Semi-arid,Maize
Gujarat,Ahmedabad,Loamy,Rabi,1,4.2,Arid,Sunflower
Maharashtra,Kolhapur,Loamy,Kharif,1,2.4,Humid,Maize
Gujarat,Vadodara,Laterite,Rabi,0,16.1,Semi-arid,Wheat
Gujarat,Vadodara,Red,Zaid,0,3.4,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Rabi,1,24.8,Semi-arid,Gram
Gujarat,Junagadh,Loamy,Rabi,1,17.2,Arid,Sunflower
Karnataka,Mysore,Loamy,Zaid,1,12.6,Humid,Sunflower
Karnataka,Gulbarga,Sandy,Rabi,1,5.5,Semi-arid,Onion
Maharashtra,Nashik,Red,Kharif,1,7.3,Semi-arid,Sunflower
Gujarat,Surat,Clay,Rabi,1,22.1,Humid,Wheat
Karnataka,Hubli,Loamy,Zaid,1,12.7,Semi-arid,Maize
Karnataka,Bangalore Rural,Clay,Kharif,1,9.3,Semi-arid,Rice
Gujarat,Surat,Sandy,Rabi,0,23.5,Humid,Onion
Karnataka,Belgaum,Red,Kharif,0,15.5,Semi-arid,Cotton
Maharashtra,Nashik,Alluvial,Rabi,1,19.3,Semi-arid,Wheat
Gujarat,Surat,Clay,Rabi,0,17.2,Humid,Wheat
Maharashtra,Solapur,Laterite,Zaid,0,3.1,Arid,Groundnut
Gujarat,Surat,Black,Kharif,0,17.8,Humid,Cotton
Karnataka,Bangalore Rural,Loamy,Rabi,1,23.9,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Clay,Kharif,1,4.8,Semi-arid,Rice
Gujarat,Vadodara,Alluvial,Zaid,1,16.8,Semi-arid,Maize
Karnataka,Hubli,Alluvial,Rabi,1,10.7,Semi-arid,Gram
Maharashtra,Nashik,Black,Rabi,1,11.9,Semi-arid,Sunflower
Gujarat,Surat,Loamy,Zaid,1,23.0,Humid,Sunflower
Karnataka,Belgaum,Red,Zaid,0,4.3,Semi-arid,Sunflower
Gujarat,Surat,Laterite,Rabi,0,8.9,Humid,Wheat
Gujarat,Surat,Black,Zaid,1,14.0,Humid,Sunflower
Gujarat,Junagadh,Clay,Kharif,0,5.3,Arid,Rice
Gujarat,Rajkot,Black,Zaid,1,11.4,Semi-arid,Sunflower
Maharashtra,Satara,Black,Rabi,1,4.0,Humid,Gram
Gujarat,Junagadh,Clay,Rabi,0,9.1,Arid,Gram
Karnataka,Mysore,Loamy,Zaid,1,4.5,Humid,Sunflower
Maharashtra,Aurangabad,Laterite,Rabi,1,20.3,Semi-arid,Gram
Gujarat,Vadodara,Clay,Kharif,1,23.4,Semi-arid,Rice
Maharashtra,Nashik,Sandy,Kharif,1,15.6,Semi-arid,Groundnut
Maharashtra,Nagpur,Black,Zaid,1,5.2,Sub-humid,Sunflower
Gujarat,Rajkot,Laterite,Rabi,1,1.4,Semi-arid,Onion
Karnataka,Bangalore Rural,Loamy,Kharif,1,18.7,Semi-arid,Maize
Karnataka,Bangalore Rural,Sandy,Rabi,1,3.1,Semi-arid,Onion
Karnataka,Mysore,Loamy,Zaid,1,24.5,Humid,Sunflower
Maharashtra,Solapur,Alluvial,Zaid,1,1.4,Arid,Onion
Karnataka,Hubli,Black,Kharif,0,8.1,Semi-arid,Cotton
Maharashtra,Solapur,Laterite,Kharif,1,15.9,Arid,Groundnut
Gujarat,Ahmedabad,Laterite,Rabi,1,8.8,Arid,Wheat
Karnataka,Mysore,Black,Kharif,0,14.7,Humid,Jowar
Karnataka,Mysore,Clay,Kharif,1,17.4,Humid,Rice
Gujarat,Rajkot,Clay,Kharif,1,20.9,Semi-arid,Rice
Maharashtra,Nagpur,Alluvial,Kharif,1,24.8,Sub-humid,Maize
Karnataka,Mysore,Loamy,Rabi,1,13.9,Humid,Wheat
Karnataka,Bangalore Rural,Black,Zaid,1,1.1,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Rabi,1,5.5,Semi-arid,Sunflower
Gujarat,Ahmedabad,Loamy,Rabi,0,19.5,Arid,Wheat
Gujarat,Surat,Laterite,Zaid,1,8.7,Humid,Groundnut
Maharashtra,Satara,Sandy,Rabi,1,19.7,Humid,Gram
Karnataka,Mysore,Red,Kharif,1,19.5,Humid,Jowar
Maharashtra,Ahmednagar,Black,Rabi,1,13.5,Semi-arid,Sunflower
Gujarat,Vadodara,Alluvial,Rabi,1,13.7,Semi-arid,Wheat
Maharashtra,Ahmednagar,Alluvial,Rabi,1,1.7,Semi-arid,Gram
Karnataka,Belgaum,Sandy,Zaid,1,17.3,Semi-arid,Groundnut
Karnataka,Belgaum,Alluvial,Rabi,1,17.7,Semi-arid,Wheat
Gujarat,Rajkot,Clay,Zaid,0,18.3,Semi-arid,Groundnut
Gujarat,Rajkot,Black,Rabi,1,19.0,Semi-arid,Gram
Karnataka,Bangalore Rural,Sandy,Zaid,1,9.3,Semi-arid,Groundnut
Gujarat,Surat,Laterite,Zaid,1,18.0,Humid,Groundnut
Karnataka,Belgaum,Black,Kharif,1,9.6,Semi-arid,Cotton
Gujarat,Surat,Black,Kharif,1,2.5,Humid,Sunflower
Gujarat,Ahmedabad,Laterite,Zaid,0,19.4,Arid,Groundnut
Gujarat,Rajkot,Red,Kharif,1,19.7,Semi-arid,Tur
Gujarat,Rajkot,Loamy,Kharif,1,21.2,Semi-arid,Sunflower
Gujarat,Ahmedabad,Alluvial,Rabi,1,5.7,Arid,Wheat
Gujarat,Junagadh,Sandy,Kharif,0,18.5,Arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,0,23.2,Humid,Cotton
Gujarat,Ahmedabad,Loamy,Zaid,1,22.3,Arid,Maize
Gujarat,Vadodara,Red,Rabi,0,24.2,Semi-arid,Sunflower
Gujarat,Ahmedabad,Black,Kharif,1,12.8,Arid,Cotton
Gujarat,Ahmedabad,Black,Kharif,1,7.7,Arid,Cotton
Maharashtra,Satara,Loamy,Zaid,1,0.5,Humid,Maize
Karnataka,Gulbarga,Black,Rabi,1,10.4,Semi-arid,Wheat
Karnataka,Bangalore Rural,Sandy,Kharif,1,8.9,Semi-arid,Groundnut
Gujarat,Vadodara,Black,Rabi,1,16.1,Semi-arid,Wheat
Karnataka,Bangalore Rural,Sandy,Zaid,0,23.6,Semi-arid,Groundnut
Karnataka,Hubli,Clay,Rabi,1,18.1,Semi-arid,Gram
Maharashtra,Aurangabad,Black,Rabi,1,9.9,Semi-arid,Wheat
Karnataka,Mysore,Loamy,Rabi,1,19.3,Humid,Wheat
Maharashtra,Kolhapur,Black,Zaid,1,20.3,Humid,Sunflower
Karnataka,Hubli,Alluvial,Rabi,0,19.7,Semi-arid,Gram
Gujarat,Surat,Black,Kharif,1,17.0,Humid,Soybean
Maharashtra,Solapur,Black,Kharif,1,5.4,Arid,Sunflower
Karnataka,Gulbarga,Clay,Rabi,0,19.3,Semi-arid,Wheat
Karnataka,Bangalore Rural,Clay,Zaid,1,18.7,Semi-arid,Maize
Gujarat,Ahmedabad,Sandy,Rabi,0,2.2,Arid,Gram
Gujarat,Junagadh,Black,Rabi,1,19.0,Arid,Wheat
Gujarat,Rajkot,Loamy,Zaid,1,22.5,Semi-arid,Sunflower
Gujarat,Ahmedabad,Red,Rabi,1,21.7,Arid,Sunflower
Karnataka,Bangalore Rural,Red,Zaid,1,8.4,Semi-arid,Groundnut
Gujarat,Ahmedabad,Red,Kharif,0,10.0,Arid,Groundnut
Maharashtra,Solapur,Laterite,Zaid,0,10.2,Arid,Groundnut
Karnataka,Belgaum,Clay,Kharif,1,20.9,Semi-arid,Rice
Maharashtra,Solapur,Clay,Rabi,1,6.9,Arid,Wheat
Gujarat,Rajkot,Alluvial,Zaid,1,13.5,Semi-arid,Maize
Karnataka,Bangalore Rural,Sandy,Zaid,1,20.1,Semi-arid,Groundnut
Gujarat,Surat,Clay,Rabi,0,16.7,Humid,Gram
Karnataka,Hubli,Red,Kharif,1,18.8,Semi-arid,Sunflower
Maharashtra,Satara,Red,Rabi,0,23.3,Humid,Sunflower
Maharashtra,Nagpur,Black,Kharif,1,5.8,Sub-humid,Cotton
Gujarat,Ahmedabad,Clay,Zaid,0,6.5,Arid,Maize
Maharashtra,Aurangabad,Sandy,Zaid,0,11.0,Semi-arid,Groundnut
Karnataka,Gulbarga,Sandy,Kharif,0,12.1,Semi-arid,Groundnut
Gujarat,Ahmedabad,Red,Kharif,1,23.6,Arid,Cotton
Gujarat,Surat,Black,Rabi,1,14.5,Humid,Wheat
Maharashtra,Nashik,Black,Rabi,1,2.3,Semi-arid,Wheat
Maharashtra,Kolhapur,Black,Rabi,1,8.0,Humid,Sunflower
Gujarat,Vadodara,Black,Zaid,0,14.5,Semi-arid,Sunflower
Maharashtra,Pune,Black,Zaid,1,2.1,Semi-arid,Sunflower
Karnataka,Gulbarga,Red,Rabi,1,15.5,Semi-arid,Sunflower
Maharashtra,Nagpur,Laterite,Rabi,1,15.3,Sub-humid,Wheat
Karnataka,Hubli,Sandy,Kharif,1,14.9,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Sandy,Kharif,1,7.2,Semi-arid,Groundnut
Gujarat,Ahmedabad,Red,Rabi,0,14.0,Arid,Sunflower
Karnataka,Bangalore Rural,Black,Kharif,1,12.0,Semi-arid,Sunflower
Gujarat,Junagadh,Alluvial,Kharif,1,1.9,Arid,Maize
Karnataka,Mysore,Sandy,Zaid,0,20.5,Humid,Groundnut
Maharashtra,Kolhapur,Alluvial,Rabi,0,1.8,Humid,Gram
Maharashtra,Nashik,Sandy,Kharif,1,23.3,Semi-arid,Groundnut
Maharashtra,Satara,Loamy,Rabi,0,19.4,Humid,Wheat
Karnataka,Hubli,Clay,Rabi,1,3.5,Semi-arid,Wheat
Karnataka,Gulbarga,Loamy,Kharif,1,23.4,Semi-arid,Cotton
Gujarat,Rajkot,Alluvial,Kharif,1,14.8,Semi-arid,Rice
Karnataka,Hubli,Red,Rabi,1,8.6,Semi-arid,Sunflower
Gujarat,Vadodara,Sandy,Kharif,1,21.4,Semi-arid,Groundnut
Gujarat,Ahmedabad,Alluvial,Kharif,1,3.1,Arid,Rice
Karnataka,Belgaum,Alluvial,Zaid,1,22.8,Semi-arid,Onion
Karnataka,Hubli,Black,Zaid,0,8.2,Semi-arid,Sunflower
Maharashtra,Nagpur,Sandy,Zaid,1,18.5,Sub-humid,Groundnut
Karnataka,Mysore,Black,Rabi,1,12.4,Humid,Wheat
Maharashtra,Pune,Black,Kharif,1,13.6,Semi-arid,Jowar
Gujarat,Rajkot,Clay,Rabi,1,21.1,Semi-arid,Gram
Gujarat,Junagadh,Black,Zaid,1,21.0,Arid,Sunflower
Maharashtra,Satara,Loamy,Rabi,1,20.1,Humid,Gram
Maharashtra,Ahmednagar,Sandy,Zaid,0,15.9,Semi-arid,Groundnut
Gujarat,Ahmedabad,Laterite,Kharif,0,9.7,Arid,Tur
Maharashtra,Solapur,Alluvial,Zaid,1,9.8,Arid,Onion
Gujarat,Vadodara,Clay,Zaid,0,21.7,Semi-arid,Groundnut
Gujarat,Junagadh,Sandy,Kharif,1,7.4,Arid,Groundnut
Karnataka,Hubli,Sandy,Zaid,1,3.7,Semi-arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,1,19.1,Humid,Maize
Maharashtra,Pune,Clay,Kharif,1,2.3,Semi-arid,Rice
Karnataka,Gulbarga,Clay,Zaid,0,19.9,Semi-arid,Groundnut
Gujarat,Vadodara,Alluvial,Kharif,0,9.3,Semi-arid,Rice
Maharashtra,Pune,Loamy,Rabi,0,13.5,Semi-arid,Gram
Gujarat,Vadodara,Loamy,Rabi,1,3.6,Semi-arid,Wheat
Maharashtra,Kolhapur,Clay,Zaid,1,5.4,Humid,Sunflower
Karnataka,Belgaum,Clay,Zaid,1,9.8,Semi-arid,Maize
Maharashtra,Aurangabad,Red,Rabi,1,23.4,Semi-arid,Sunflower
Karnataka,Belgaum,Loamy,Kharif,1,12.0,Semi-arid,Maize
Maharashtra,Nagpur,Sandy,Zaid,1,17.5,Sub-humid,Groundnut
Karnataka,Belgaum,Red,Zaid,0,20.6,Semi-arid,Groundnut
Maharashtra,Aurangabad,Alluvial,Kharif,1,17.4,Semi-arid,Maize
Gujarat,Rajkot,Loamy,Kharif,1,17.1,Semi-arid,Cotton
Maharashtra,Nashik,Black,Zaid,1,17.9,Semi-arid,Sunflower
Maharashtra,Kolhapur,Laterite,Zaid,1,18.8,Humid,Groundnut
Maharashtra,Nashik,Loamy,Zaid,0,15.3,Semi-arid,Maize
Gujarat,Vadodara,Clay,Kharif,1,0.7,Semi-arid,Rice
Karnataka,Belgaum,Sandy,Zaid,0,7.0,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Laterite,Kharif,0,10.2,Semi-arid,Tur
Karnataka,Hubli,Clay,Zaid,1,18.4,Semi-arid,Groundnut
Maharashtra,Pune,Black,Zaid,0,13.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Clay,Rabi,1,20.2,Arid,Gram
Maharashtra,Nashik,Red,Kharif,0,13.2,Semi-arid,Groundnut
Karnataka,Gulbarga,Loamy,Zaid,1,10.0,Semi-arid,Maize
Karnataka,Mysore,Loamy,Kharif,1,1.0,Humid,Soybean
Maharashtra,Nashik,Sandy,Kharif,1,23.1,Semi-arid,Groundnut
Karnataka,Belgaum,Loamy,Zaid,1,10.5,Semi-arid,Maize
Karnataka,Bangalore Rural,Alluvial,Kharif,1,15.7,Semi-arid,Maize
Maharashtra,Aurangabad,Laterite,Kharif,0,17.4,Semi-arid,Groundnut
Karnataka,Gulbarga,Clay,Kharif,1,6.3,Semi-arid,Rice
Maharashtra,Satara,Laterite,Zaid,1,6.9,Humid,Groundnut
Karnataka,Belgaum,Red,Rabi,0,10.7,Semi-arid,Sunflower
Gujarat,Rajkot,Red,Zaid,1,13.2,Semi-arid,Sunflower
Gujarat,Ahmedabad,Loamy,Rabi,0,3.3,Arid,Wheat
Karnataka,Mysore,Red,Rabi,1,2.2,Humid,Sunflower
Karnataka,Hubli,Alluvial,Rabi,1,11.8,Semi-arid,Wheat
Gujarat,Surat,Alluvial,Kharif,1,24.6,Humid,Rice
Karnataka,Mysore,Alluvial,Kharif,1,14.5,Humid,Maize
Maharashtra,Aurangabad,Loamy,Rabi,1,2.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Laterite,Zaid,1,20.6,Arid,Groundnut
Gujarat,Rajkot,Clay,Zaid,0,7.5,Semi-arid,Sunflower
Karnataka,Hubli,Red,Kharif,1,17.9,Semi-arid,Cotton
Gujarat,Vadodara,Red,Kharif,1,22.2,Semi-arid,Sunflower
Gujarat,Surat,Alluvial,Rabi,0,16.5,Humid,Onion
Karnataka,Gulbarga,Black,Kharif,0,19.4,Semi-arid,Cotton
Gujarat,Rajkot,Loamy,Rabi,1,12.8,Semi-arid,Gram
Gujarat,Rajkot,Black,Rabi,1,4.8,Semi-arid,Wheat
Gujarat,Vadodara,Black,Kharif,0,23.3,Semi-arid,Jowar
Gujarat,Surat,Loamy,Rabi,1,22.9,Humid,Sunflower
Maharashtra,Ahmednagar,Loamy,Zaid,0,10.8,Semi-arid,Sunflower
Karnataka,Belgaum,Loamy,Kharif,1,4.1,Semi-arid,Sunflower
Gujarat,Junagadh,Black,Kharif,0,22.9,Arid,Jowar
Karnataka,Gulbarga,Alluvial,Kharif,0,6.8,Semi-arid,Rice
Karnataka,Bangalore Rural,Black,Rabi,1,14.3,Semi-arid,Sunflower
Gujarat,Vadodara,Red,Kharif,0,9.5,Semi-arid,Cotton
Karnataka,Hubli,Black,Zaid,0,19.6,Semi-arid,Sunflower
Karnataka,Mysore,Sandy,Rabi,1,12.3,Humid,Onion
Maharashtra,Solapur,Laterite,Kharif,1,20.9,Arid,Tur
Gujarat,Surat,Alluvial,Rabi,1,24.6,Humid,Wheat
Maharashtra,Kolhapur,Black,Zaid,1,20.5,Humid,Sunflower
Karnataka,Gulbarga,Loamy,Zaid,1,12.4,Semi-arid,Maize
Maharashtra,Nashik,Laterite,Rabi,1,1.2,Semi-arid,Sunflower
Maharashtra,Satara,Sandy,Kharif,0,15.3,Humid,Groundnut
Karnataka,Gulbarga,Alluvial,Kharif,1,20.7,Semi-arid,Rice
Maharashtra,Ahmednagar,Black,Kharif,0,13.9,Semi-arid,Cotton
Maharashtra,Solapur,Red,Rabi,0,16.5,Arid,Sunflower
Karnataka,Hubli,Black,Kharif,1,7.2,Semi-arid,Jowar
Karnataka,Mysore,Alluvial,Kharif,1,10.4,Humid,Maize
Karnataka,Belgaum,Alluvial,Zaid,1,16.9,Semi-arid,Onion
Karnataka,Hubli,Black,Kharif,1,13.5,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Clay,Zaid,1,5.8,Semi-arid,Sunflower
Gujarat,Vadodara,Clay,Zaid,1,21.6,Semi-arid,Onion
Maharashtra,Kolhapur,Clay,Kharif,1,1.7,Humid,Rice
Gujarat,Ahmedabad,Loamy,Zaid,0,10.2,Arid,Sunflower
Gujarat,Ahmedabad,Sandy,Zaid,1,11.6,Arid,Groundnut
Gujarat,Rajkot,Alluvial,Kharif,1,0.8,Semi-arid,Maize
Maharashtra,Nashik,Black,Zaid,0,23.7,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Black,Zaid,0,12.3,Semi-arid,Sunflower
Maharashtra,Pune,Sandy,Zaid,1,22.6,Semi-arid,Groundnut
Gujarat,Surat,Sandy,Kharif,1,4.5,Humid,Groundnut
Maharashtra,Aurangabad,Loamy,Kharif,1,12.8,Semi-arid,Soybean
Maharashtra,Ahmednagar,Red,Rabi,1,7.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Clay,Zaid,1,1.1,Arid,Onion
Gujarat,Vadodara,Sandy,Zaid,0,3.7,Semi-arid,Groundnut
Gujarat,Ahmedabad,Black,Rabi,1,4.2,Arid,Gram
Karnataka,Gulbarga,Alluvial,Zaid,1,24.3,Semi-arid,Maize
Maharashtra,Ahmednagar,Red,Zaid,1,13.1,Semi-arid,Groundnut
Karnataka,Mysore,Laterite,Zaid,1,2.6,Humid,Groundnut
Gujarat,Junagadh,Laterite,Rabi,1,4.1,Arid,Onion
Gujarat,Ahmedabad,Laterite,Zaid,1,22.3,Arid,Groundnut
Maharashtra,Aurangabad,Sandy,Rabi,1,1.1,Semi-arid,Wheat
Maharashtra,Aurangabad,Sandy,Kharif,1,3.6,Semi-arid,Groundnut
Maharashtra,Satara,Red,Zaid,0,19.4,Humid,Sunflower
Maharashtra,Ahmednagar,Laterite,Kharif,0,5.3,Semi-arid,Tur
Karnataka,Mysore,Clay,Zaid,0,25.0,Humid,Sunflower
Maharashtra,Nagpur,Sandy,Rabi,1,12.2,Sub-humid,Gram
Maharashtra,Aurangabad,Clay,Kharif,1,21.0,Semi-arid,Rice
Karnataka,Belgaum,Black,Kharif,1,8.1,Semi-arid,Cotton
Karnataka,Belgaum,Sandy,Rabi,1,13.8,Semi-arid,Sunflower
Gujarat,Surat,Laterite,Rabi,0,2.5,Humid,Onion
Maharashtra,Pune,Red,Kharif,0,24.0,Semi-arid,Tur
Gujarat,Junagadh,Sandy,Zaid,1,21.6,Arid,Groundnut
Gujarat,Ahmedabad,Sandy,Kharif,1,16.9,Arid,Groundnut
Karnataka,Gulbarga,Black,Kharif,1,14.1,Semi-arid,Jowar
Gujarat,Surat,Black,Kharif,1,6.0,Humid,Sunflower
Gujarat,Surat,Loamy,Rabi,0,7.5,Humid,Sunflower
Karnataka,Belgaum,Alluvial,Zaid,0,16.6,Semi-arid,Onion
Karnataka,Gulbarga,Alluvial,Rabi,1,13.9,Semi-arid,Onion
Gujarat,Junagadh,Alluvial,Kharif,1,12.8,Arid,Rice
Maharashtra,Ahmednagar,Laterite,Rabi,0,7.7,Semi-arid,Wheat
Gujarat,Vadodara,Red,Kharif,1,1.6,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Clay,Zaid,1,14.5,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Sandy,Kharif,1,13.8,Semi-arid,Groundnut
Karnataka,Mysore,Sandy,Zaid,0,12.8,Humid,Groundnut
Maharashtra,Satara,Laterite,Rabi,1,23.8,Humid,Onion
Maharashtra,Nashik,Clay,Zaid,0,12.5,Semi-arid,Sunflower
Maharashtra,Solapur,Alluvial,Kharif,0,17.1,Arid,Rice
Maharashtra,Kolhapur,Red,Kharif,1,2.3,Humid,Maize
Gujarat,Junagadh,Alluvial,Rabi,0,22.2,Arid,Wheat
Gujarat,Surat,Black,Rabi,1,16.9,Humid,Sunflower
Maharashtra,Ahmednagar,Black,Zaid,1,16.9,Semi-arid,Sunflower
Gujarat,Ahmedabad,Loamy,Rabi,1,4.9,Arid,Wheat
Karnataka,Mysore,Laterite,Kharif,1,18.7,Humid,Tur
Maharashtra,Kolhapur,Sandy,Kharif,0,9.0,Humid,Groundnut
Maharashtra,Pune,Red,Rabi,1,14.6,Semi-arid,Sunflower
Karnataka,Mysore,Sandy,Rabi,0,23.1,Humid,Sunflower
Maharashtra,Ahmednagar,Alluvial,Rabi,0,24.4,Semi-arid,Gram
Gujarat,Junagadh,Sandy,Rabi,1,13.1,Arid,Sunflower
Maharashtra,Nagpur,Red,Rabi,1,2.3,Sub-humid,Sunflower
Gujarat,Ahmedabad,Black,Kharif,1,12.2,Arid,Soybean
Gujarat,Junagadh,Sandy,Kharif,1,16.9,Arid,Groundnut
Maharashtra,Nashik,Red,Kharif,1,19.4,Semi-arid,Jowar
Karnataka,Mysore,Red,Rabi,0,13.3,Humid,Sunflower
Maharashtra,Ahmednagar,Alluvial,Zaid,1,15.6,Semi-arid,Maize
Maharashtra,Satara,Loamy,Rabi,0,8.1,Humid,Sunflower
Maharashtra,Kolhapur,Red,Kharif,1,22.1,Humid,Jowar
Maharashtra,Pune,Alluvial,Zaid,0,22.5,Semi-arid,Maize
Maharashtra,Pune,Sandy,Kharif,1,14.2,Semi-arid,Groundnut
Gujarat,Vadodara,Alluvial,Zaid,1,12.2,Semi-arid,Maize
Maharashtra,Kolhapur,Sandy,Rabi,1,7.3,Humid,Onion
Gujarat,Junagadh,Loamy,Zaid,1,4.0,Arid,Sunflower
Gujarat,Surat,Laterite,Zaid,1,3.2,Humid,Groundnut
Karnataka,Mysore,Black,Zaid,1,20.3,Humid,Sunflower
Gujarat,Ahmedabad,Red,Rabi,1,16.0,Arid,Sunflower
Gujarat,Rajkot,Laterite,Rabi,1,17.0,Semi-arid,Sunflower
Gujarat,Rajkot,Red,Kharif,1,1.6,Semi-arid,Cotton
Karnataka,Belgaum,Laterite,Kharif,1,20.5,Semi-arid,Tur
Karnataka,Belgaum,Red,Kharif,1,24.1,Semi-arid,Jowar
Karnataka,Bangalore Rural,Loamy,Kharif,1,18.0,Semi-arid,Sunflower
Maharashtra,Nashik,Clay,Zaid,0,16.4,Semi-arid,Maize
Karnataka,Gulbarga,Clay,Kharif,1,23.1,Semi-arid,Rice
Karnataka,Mysore,Sandy,Zaid,0,11.2,Humid,Groundnut
Karnataka,Bangalore Rural,Black,Zaid,0,12.5,Semi-arid,Sunflower
Karnataka,Gulbarga,Sandy,Kharif,1,13.9,Semi-arid,Groundnut
Karnataka,Mysore,Alluvial,Kharif,1,23.5,Humid,Maize
Gujarat,Ahmedabad,Loamy,Kharif,0,8.2,Arid,Maize
Maharashtra,Ahmednagar,Laterite,Rabi,1,21.2,Semi-arid,Sunflower
Gujarat,Ahmedabad,Alluvial,Rabi,1,6.1,Arid,Onion
Karnataka,Belgaum,Loamy,Kharif,1,16.0,Semi-arid,Soybean
Karnataka,Hubli,Clay,Kharif,0,23.3,Semi-arid,Rice
Maharashtra,Nagpur,Black,Rabi,0,1.4,Sub-humid,Gram
Gujarat,Ahmedabad,Alluvial,Kharif,0,21.0,Arid,Maize
Maharashtra,Satara,Alluvial,Rabi,0,3.7,Humid,Onion
Maharashtra,Solapur,Alluvial,Rabi,1,3.4,Arid,Gram
Karnataka,Hubli,Black,Zaid,0,7.7,Semi-arid,Sunflower
Karnataka,Hubli,Loamy,Kharif,1,22.1,Semi-arid,Cotton
Gujarat,Surat,Sandy,Kharif,1,24.3,Humid,Groundnut
Karnataka,Bangalore Rural,Loamy,Kharif,1,21.1,Semi-arid,Maize
Maharashtra,Solapur,Alluvial,Kharif,1,13.8,Arid,Rice
Karnataka,Bangalore Rural,Black,Rabi,1,11.7,Semi-arid,Gram
Gujarat,Junagadh,Clay,Zaid,1,10.2,Arid,Maize
Karnataka,Belgaum,Black,Zaid,0,11.3,Semi-arid,Sunflower
Gujarat,Junagadh,Clay,Kharif,1,10.7,Arid,Rice
Maharashtra,Aurangabad,Alluvial,Zaid,0,12.2,Semi-arid,Maize
Maharashtra,Solapur,Black,Zaid,1,12.6,Arid,Sunflower
Karnataka,Mysore,Alluvial,Zaid,1,0.6,Humid,Maize
Maharashtra,Nashik,Loamy,Kharif,1,10.6,Semi-arid,Sunflower
Gujarat,Vadodara,Loamy,Zaid,1,16.0,Semi-arid,Maize
Maharashtra,Ahmednagar,Black,Rabi,0,8.4,Semi-arid,Wheat
Gujarat,Ahmedabad,Loamy,Zaid,1,14.8,Arid,Maize
Gujarat,Surat,Clay,Kharif,1,4.1,Humid,Rice
Maharashtra,Satara,Laterite,Rabi,0,16.8,Humid,Gram
Gujarat,Surat,Loamy,Zaid,1,22.4,Humid,Sunflower
Karnataka,Bangalore Rural,Loamy,Rabi,1,19.2,Semi-arid,Gram
Gujarat,Vadodara,Sandy,Kharif,1,17.4,Semi-arid,Groundnut
Gujarat,Surat,Sandy,Zaid,1,6.9,Humid,Groundnut
Karnataka,Mysore,Loamy,Kharif,1,10.6,Humid,Maize
Maharashtra,Ahmednagar,Clay,Zaid,1,19.0,Semi-arid,Maize
Karnataka,Gulbarga,Loamy,Kharif,1,19.9,Semi-arid,Soybean
Maharashtra,Satara,Clay,Kharif,1,8.2,Humid,Rice
Karnataka,Mysore,Alluvial,Zaid,0,3.1,Humid,Onion
Karnataka,Mysore,Sandy,Kharif,0,14.4,Humid,Groundnut
Maharashtra,Nashik,Loamy,Zaid,1,17.0,Semi-arid,Sunflower
Gujarat,Vadodara,Clay,Zaid,1,20.2,Semi-arid,Maize
Maharashtra,Nashik,Red,Zaid,0,20.1,Semi-arid,Maize
Gujarat,Surat,Sandy,Kharif,0,20.6,Humid,Groundnut
Karnataka,Mysore,Red,Kharif,1,20.0,Humid,Cotton
Karnataka,Hubli,Alluvial,Zaid,0,7.1,Semi-arid,Maize
Gujarat,Rajkot,Laterite,Kharif,1,17.8,Semi-arid,Groundnut
